UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Machine_Age_Years,Operating_Hours,Days_Since_Last_Maintenance,Maintenance_Count_Last_Year,Energy_Consumption_kWh,Vibration_Level_mm_s,Humidity_Percent,Ambient_Dust_Level_ug_m3,Maintenance_Cost_USD
5667,L52846,L,302.2,311.4,1430,43.1,29,0,0,0,0,0,0,5,8163,328,3,57.48,1.69,63.4,43.1,544.96
5668,L52847,L,302.2,311.4,2080,19.2,31,0,0,0,0,0,0,4,9042,358,4,37.34,1.07,52.9,29.4,585.76
5669,M20528,M,302.2,311.4,1432,45.3,33,0,0,0,0,0,0,4,6842,309,1,61.11,0.93,59.1,22.3,228.41
5670,M20529,M,302.2,311.5,1479,39.5,36,0,0,0,0,0,0,6,9870,325,3,56.38,0.83,54.3,15.6,411.22
5671,L52850,L,302.2,311.5,1424,45.2,39,0,0,0,0,0,0,4,6501,290,4,63.63,1.77,54.1,23.9,682.15
5672,H35085,H,302.2,311.6,1534,37.2,41,0,0,0,0,0,0,6,7883,291,4,67.22,2.44,57.0,27.8,784.25
5673,H35086,H,302.1,311.6,1701,26.2,46,0,0,0,0,0,0,5,6258,303,4,52.32,1.78,52.7,21.4,635.96
5674,L52853,L,302.2,311.6,1462,50.0,51,0,0,0,0,0,0,5,10195,264,3,71.23,2.15,50.9,33.6,607.25
5675,M20534,M,302.2,311.7,1393,42.5,53,0,0,0,0,0,0,5,6872,306,2,57.62,2.0,42.9,24.5,263.33
5676,M20535,M,302.3,311.7,1453,42.5,56,0,0,0,0,0,0,5,9639,289,2,53.48,1.98,84.8,22.4,585.02
5677,L52856,L,302.3,311.8,1565,37.8,59,0,0,0,0,0,0,3,6879,301,2,56.1,3.58,67.1,18.7,280.22
5678,L52857,L,302.3,311.8,1281,51.7,61,0,0,0,0,0,0,7,12522,252,5,62.07,2.13,72.9,22.6,850.9
5679,M20538,M,302.2,311.7,1584,36.2,63,0,0,0,0,0,0,6,9263,310,4,56.09,1.9,70.2,27.4,809.72
5680,M20539,M,302.2,311.7,1466,49.0,66,0,0,0,0,0,0,8,11384,337,4,63.62,2.2,51.6,31.6,652.28
5681,M20540,M,302.2,311.6,1386,50.5,69,0,0,0,0,0,0,6,10873,327,4,57.85,2.76,52.8,30.0,669.28
5682,L52861,L,302.2,311.6,1383,44.3,72,0,0,0,0,0,0,9,13601,336,5,66.95,2.51,55.0,41.1,884.76
5683,H35096,H,302.3,311.6,1441,53.9,74,0,0,0,0,0,0,6,8683,277,3,69.42,2.99,50.6,44.2,651.79
5684,M20543,M,302.2,311.6,1592,37.7,79,0,0,0,0,0,0,6,13663,260,3,56.16,2.61,65.5,40.1,503.06
5685,H35098,H,302.2,311.6,1594,36.8,82,0,0,0,0,0,0,6,9703,281,5,51.51,2.76,45.2,19.5,913.16
5686,L52865,L,302.2,311.5,1482,45.6,87,0,0,0,0,0,0,5,8425,253,5,60.89,2.82,42.2,37.1,822.92
5687,L52866,L,302.2,311.6,1658,31.4,89,0,0,0,0,0,0,10,15642,206,5,48.81,3.18,39.4,48.7,841.48
5688,L52867,L,302.3,311.7,2170,18.2,91,0,0,0,0,0,0,10,17974,280,6,42.96,3.63,51.1,46.1,1201.75
5689,M20548,M,302.3,311.7,1423,44.6,93,0,0,0,0,0,0,9,11735,246,6,62.3,3.73,49.3,34.4,1264.24
5690,L52869,L,302.4,311.8,1543,31.1,96,0,0,0,0,0,0,6,13275,206,3,48.79,4.1,47.6,43.7,506.79
5691,L52870,L,302.3,311.8,1435,44.8,98,0,0,0,0,0,0,11,16243,232,7,65.59,2.79,56.0,34.8,1226.31
5692,L52871,L,302.4,311.8,1320,56.4,100,0,0,0,0,0,0,7,13297,239,4,68.76,2.98,41.0,42.5,627.95
5693,M20552,M,302.4,311.9,1313,55.7,102,0,0,0,0,0,0,8,13176,243,4,70.4,3.09,63.9,44.3,791.97
5694,M20553,M,302.4,311.8,1453,42.1,105,0,0,0,0,0,0,10,19713,240,8,60.12,3.62,41.8,44.0,1466.92
5695,L52874,L,302.4,311.8,1508,45.7,108,0,0,0,0,0,0,9,15847,276,6,65.67,3.16,40.9,23.6,1009.85
5696,L52875,L,302.4,311.8,1451,42.0,110,0,0,0,0,0,0,12,18288,194,8,55.36,3.41,47.3,45.6,1345.57
5697,H35110,H,302.5,311.9,1595,34.6,112,0,0,0,0,0,0,9,15388,226,5,59.56,4.14,53.3,44.7,1085.07
5698,L52877,L,302.5,311.9,1354,49.4,117,0,0,0,0,0,0,8,14999,198,7,58.87,4.46,65.3,36.4,1081.57
5699,L52878,L,302.5,311.9,1265,59.8,119,0,0,0,0,0,0,8,15222,260,7,73.01,4.32,54.1,35.3,1086.65
5700,L52879,L,302.4,311.9,1867,25.9,121,0,0,0,0,0,0,6,13303,203,3,45.29,4.19,35.7,29.0,574.21
5701,L52880,L,302.5,311.9,1497,41.6,123,0,0,0,0,0,0,9,16333,207,6,59.29,3.74,60.9,33.8,904.06
5702,M20561,M,302.5,311.9,1347,54.3,125,0,0,0,0,0,0,11,16759,246,8,73.53,4.14,60.6,41.2,1313.63
5703,L52882,L,302.3,311.7,1544,43.2,128,0,0,0,0,0,0,10,17250,251,6,64.82,4.77,48.0,49.6,1304.43
5704,H35117,H,302.3,311.7,1456,45.4,130,0,0,0,0,0,0,10,18760,253,7,67.99,4.58,57.1,34.4,1309.78
5705,L52884,L,302.5,311.8,1335,52.7,135,0,0,0,0,0,0,8,14670,154,4,65.94,4.82,72.2,39.1,859.48
5706,L52885,L,302.4,311.9,1452,43.1,137,0,0,0,0,0,0,10,19174,215,6,65.11,4.9,44.6,18.5,1180.9
5707,L52886,L,302.4,311.9,1290,70.0,139,1,0,0,1,0,0,11,19503,206,8,78.89,6.31,66.5,37.8,1461.17
5708,L52887,L,302.4,311.8,1448,43.4,141,0,0,0,0,0,0,11,19218,194,7,58.49,4.84,70.2,47.7,1237.65
5709,L52888,L,302.3,311.7,1611,38.6,143,0,0,0,0,0,0,10,20226,195,6,59.56,4.39,57.1,48.0,1111.67
5710,L52889,L,302.2,311.7,1556,38.6,145,0,0,0,0,0,0,9,14718,230,5,62.33,4.92,40.3,29.1,995.37
5711,H35124,H,302.2,311.7,1413,46.5,147,0,0,0,0,0,0,12,20002,220,8,60.31,5.29,70.7,46.3,1391.48
5712,L52891,L,302.2,311.6,1545,35.9,152,0,0,0,0,0,0,6,15889,210,4,58.96,5.58,66.0,38.2,850.97
5713,L52892,L,302.2,311.7,1330,54.6,154,0,0,0,0,0,0,11,22875,186,9,70.25,5.15,61.6,35.5,1350.19
5714,L52893,L,302.2,311.9,1596,38.0,156,0,0,0,0,0,0,15,28449,246,9,59.82,5.1,54.4,36.6,1647.97
5715,L52894,L,302.2,311.8,1618,36.0,158,0,0,0,0,0,0,9,17986,163,7,52.4,5.64,68.9,27.2,1310.58
5716,H35129,H,302.2,311.9,1597,35.8,160,0,0,0,0,0,0,11,21087,125,8,54.25,4.57,44.8,29.2,1499.43
5717,L52896,L,302.3,312.0,1354,52.2,165,0,0,0,0,0,0,11,21851,159,7,66.82,5.85,65.3,47.6,1229.78
5718,L52897,L,302.3,312.0,1746,28.1,167,0,0,0,0,0,0,11,22628,166,7,53.17,5.24,51.1,42.7,1311.16
5719,L52898,L,302.4,312.0,1621,32.5,169,0,0,0,0,0,0,13,23675,201,8,49.53,5.29,34.9,42.5,1510.25
5720,L52899,L,302.3,312.0,1398,43.3,171,0,0,0,0,0,0,12,23484,144,8,53.48,5.05,42.9,36.8,1657.4
5721,L52900,L,302.3,311.9,1434,51.9,173,0,0,0,0,0,0,12,22875,172,7,57.56,4.74,59.8,52.7,1240.03
5722,M20581,M,302.3,311.8,1443,43.4,175,0,0,0,0,0,0,13,24258,111,9,64.43,6.11,57.7,44.2,1620.82
5723,L52902,L,302.2,311.7,1488,44.6,178,0,0,0,0,0,0,12,21032,184,8,67.18,5.65,60.3,46.5,1398.42
5724,M20583,M,302.3,311.8,1475,48.0,180,0,0,0,0,0,0,15,25606,151,10,55.28,5.32,50.6,42.6,1952.43
5725,L52904,L,302.3,311.8,1433,50.3,183,0,0,0,0,0,0,12,21851,137,9,67.14,5.75,57.5,34.5,1546.11
5726,M20585,M,302.3,311.8,1557,34.1,185,0,0,0,0,0,0,13,22142,207,9,52.16,5.46,62.5,54.0,1537.87
5727,M20586,M,302.4,311.9,1398,50.1,188,0,0,0,0,0,0,10,17983,171,7,72.15,4.85,83.3,40.6,1313.78
5728,M20587,M,302.3,311.8,1559,34.4,191,0,0,0,0,0,0,12,22360,105,9,53.29,5.69,50.3,45.3,1480.21
5729,M20588,M,302.4,311.9,1422,46.4,194,0,0,0,0,0,0,14,25134,129,10,65.82,5.15,67.3,50.5,1778.71
5730,M20589,M,302.3,311.8,1463,35.7,197,0,0,0,0,0,0,11,22223,211,7,51.95,6.04,62.8,49.8,1347.05
5731,L52910,L,302.3,311.7,1793,25.3,200,0,0,0,0,0,0,10,21834,184,7,46.23,6.79,56.5,49.2,1066.73
5732,L52911,L,302.2,311.6,1872,20.4,202,0,0,0,0,0,0,13,24972,150,10,50.28,5.73,39.4,37.0,1638.59
5733,L52912,L,302.2,311.7,1412,44.5,204,0,0,0,0,0,0,15,26795,65,11,66.62,6.5,71.7,47.8,2111.18
5734,L52913,L,302.3,311.8,1487,43.2,206,0,0,0,0,0,0,13,23497,158,8,54.84,5.83,58.0,37.6,1502.05
5735,L52914,L,302.3,311.8,1369,56.2,208,1,0,0,0,1,0,13,26276,96,8,76.83,8.19,47.9,47.3,1366.14
5736,L52915,L,302.4,311.8,1673,30.1,210,0,0,0,0,0,0,11,22497,153,9,47.31,5.81,44.4,38.8,1534.35
5737,M20596,M,302.4,311.9,1439,36.6,212,0,0,0,0,0,0,14,25689,89,8,42.86,6.61,58.1,45.4,1332.69
5738,L52917,L,302.3,311.8,1574,42.8,215,0,0,0,0,0,0,15,27395,122,11,62.18,7.05,43.7,48.1,1936.56
5739,L52918,L,302.3,311.7,1281,48.8,0,0,0,0,0,0,0,1,500,346,2,65.67,1.1,48.2,19.7,319.4
5740,M20599,M,302.2,311.7,1653,31.4,2,0,0,0,0,0,0,5,5294,352,3,45.48,1.32,47.9,50.1,551.2
5741,M20600,M,302.3,311.7,1535,38.3,5,0,0,0,0,0,0,4,4181,365,1,47.58,1.39,55.6,12.4,205.43
5742,M20601,M,302.3,311.7,1483,40.5,8,0,0,0,0,0,0,5,5929,316,3,56.22,1.08,62.2,28.7,738.72
5743,L52922,L,302.3,311.7,1414,47.0,11,0,0,0,0,0,0,4,6279,365,3,60.37,1.93,51.2,15.9,486.83
5744,M20603,M,302.2,311.6,1379,42.9,13,0,0,0,0,0,0,5,7196,319,3,66.14,1.07,52.4,31.2,370.72
5745,H35158,H,302.2,311.5,1482,42.6,16,0,0,0,0,0,0,5,9040,313,3,60.63,0.61,56.3,18.6,543.6
5746,L52925,L,302.1,311.5,1987,20.1,21,0,0,0,0,0,0,5,8763,359,2,51.57,1.06,46.0,29.4,557.05
5747,M20606,M,302.1,311.5,1635,31.6,23,0,0,0,0,0,0,1,5170,365,0,54.01,1.88,48.0,16.1,201.86
5748,L52927,L,302.1,311.5,1533,39.4,26,0,0,0,0,0,0,2,4409,324,2,66.3,1.46,49.4,32.5,50.42
5749,M20608,M,302.2,311.7,1576,34.0,28,0,0,0,0,0,0,3,5675,299,1,49.78,1.75,58.5,14.0,156.46
5750,H35163,H,302.2,311.8,1330,62.4,31,0,0,0,0,0,0,4,5464,300,0,75.67,1.66,74.3,17.1,122.53
5751,L52930,L,302.2,311.8,1981,21.8,36,0,0,0,0,0,0,5,8859,291,3,41.49,1.99,40.1,20.8,576.57
5752,H35165,H,302.3,311.8,1475,42.8,38,0,0,0,0,0,0,5,6726,329,3,64.7,2.5,57.9,32.9,423.73
5753,H35166,H,302.3,311.8,1804,25.0,43,0,0,0,0,0,0,7,8129,311,5,55.13,2.84,52.2,35.6,935.51
5754,L52933,L,302.2,311.6,1416,54.1,48,0,0,0,0,0,0,7,12849,320,6,74.29,1.72,53.0,31.5,1092.8
5755,L52934,L,302.1,311.5,1727,27.7,50,0,0,0,0,0,0,4,5176,316,3,50.21,2.72,49.1,33.0,431.58
5756,L52935,L,302.1,311.4,1391,49.2,52,0,0,0,0,0,0,6,10198,327,4,57.7,2.4,68.7,13.7,715.26
5757,M20616,M,302.0,311.5,1366,52.3,54,0,0,0,0,0,0,4,5910,288,3,67.13,1.74,30.0,25.9,601.45
5758,L52937,L,301.9,311.3,1366,55.6,57,0,0,0,0,0,0,6,11455,274,4,67.14,2.67,41.4,31.7,896.86
5759,L52938,L,301.9,311.3,1501,40.8,59,0,0,0,0,0,0,6,11749,299,4,63.85,3.4,68.1,33.3,825.54
5760,L52939,L,301.8,311.3,1551,35.8,61,0,0,0,0,0,0,1,4739,290,2,53.35,2.16,69.0,22.4,227.86
5761,M20620,M,301.9,311.3,1522,35.6,63,0,0,0,0,0,0,10,16705,297,5,52.63,2.46,76.1,41.9,1045.34
5762,L52941,L,301.9,311.2,1369,49.8,66,0,0,0,0,0,0,7,11381,264,6,76.22,1.85,58.7,37.5,976.51
5763,L52942,L,301.8,311.2,1334,52.3,68,0,0,0,0,0,0,6,13611,303,1,71.08,2.64,60.8,47.4,285.06
5764,H35177,H,301.8,311.2,1451,39.4,70,0,0,0,0,0,0,9,15069,246,6,62.6,2.83,32.6,43.6,1129.58
5765,L52944,L,301.7,311.2,1589,37.9,75,0,0,0,0,0,0,6,9224,262,4,55.38,3.86,55.0,19.8,768.55
5766,L52945,L,301.7,311.3,1708,30.5,77,0,0,0,0,0,0,7,11969,306,5,47.57,2.46,61.7,40.6,879.24
5767,M20626,M,301.7,311.2,1413,42.6,79,0,0,0,0,0,0,6,10526,236,3,64.87,3.46,49.1,30.7,700.22
5768,M20627,M,301.6,311.2,1415,46.5,82,0,0,0,0,0,0,10,15314,298,4,70.54,3.2,53.9,35.3,851.66
5769,L52948,L,301.7,311.3,1421,45.9,85,0,0,0,0,0,0,7,9739,221,5,56.19,4.24,69.8,22.3,870.82
5770,L52949,L,301.7,311.3,1348,51.0,87,0,0,0,0,0,0,8,14095,213,6,63.53,3.26,72.5,33.5,1059.72
5771,L52950,L,301.6,311.2,1408,42.9,89,0,0,0,0,0,0,9,12726,213,6,55.16,3.2,58.0,39.5,1112.18
5772,L52951,L,301.6,311.2,1525,43.7,91,0,0,0,0,0,0,8,9907,259,6,64.61,3.7,54.4,41.9,947.6
5773,L52952,L,301.6,311.3,1706,29.9,93,0,0,0,0,0,0,8,13269,275,5,57.93,3.57,63.7,27.1,1108.73
5774,H35187,H,301.6,311.2,1395,46.8,95,0,0,0,0,0,0,9,13941,290,6,61.2,3.84,50.6,34.6,1147.24
5775,L52954,L,301.5,311.1,1602,34.3,100,0,0,0,0,0,0,12,17608,281,8,53.04,3.78,67.5,39.9,1440.17
5776,L52955,L,301.6,311.1,1907,21.5,102,0,0,0,0,0,0,9,10735,268,5,38.17,2.81,48.7,33.3,962.31
5777,L52956,L,301.6,311.1,1325,49.2,104,0,0,0,0,0,0,8,13004,215,6,59.38,3.86,64.0,23.7,1032.41
5778,L52957,L,301.6,311.1,1408,44.4,106,0,0,0,0,0,0,9,15310,213,4,68.62,3.9,54.8,29.4,986.19
5779,M20638,M,301.7,311.1,1489,41.4,108,0,0,0,0,0,0,10,15909,259,6,62.06,3.33,47.6,37.5,1215.82
5780,L52959,L,301.6,311.1,1680,29.2,111,0,0,0,0,0,0,8,15176,274,6,56.11,3.92,59.3,40.9,1103.48
5781,L52960,L,301.7,311.2,1517,42.4,113,0,0,0,0,0,0,8,16774,198,7,59.09,2.91,50.3,34.0,1407.81
5782,M20641,M,301.7,311.1,1618,36.7,115,0,0,0,0,0,0,6,13150,266,4,55.93,4.0,66.9,22.3,779.2
5783,L52962,L,301.7,311.1,1455,39.8,118,0,0,0,0,0,0,7,15250,166,4,57.74,4.29,43.1,31.8,670.02
5784,H35197,H,301.8,311.1,1543,36.4,120,0,0,0,0,0,0,8,16664,233,7,57.53,4.48,57.7,26.0,1234.03
5785,M20644,M,301.8,311.1,1399,41.8,125,0,0,0,0,0,0,9,14897,212,6,65.49,4.48,46.2,43.8,1133.32
5786,L52965,L,301.7,311.1,1469,37.2,128,0,0,0,0,0,0,12,20819,205,8,52.15,3.76,69.4,55.9,1578.74
5787,L52966,L,301.7,311.2,1521,36.7,130,0,0,0,0,0,0,10,19343,210,6,55.15,3.52,63.6,40.7,1194.54
5788,L52967,L,301.7,311.3,1584,38.8,132,0,0,0,0,0,0,8,14886,181,6,54.71,4.77,54.5,41.3,1053.8
5789,L52968,L,301.8,311.5,1443,43.3,134,0,0,0,0,0,0,9,15644,218,6,50.77,4.55,54.8,32.2,1176.39
5790,M20649,M,301.8,311.5,1416,49.0,136,0,0,0,0,0,0,12,21316,204,10,69.94,4.65,75.2,45.7,1511.98
5791,M20650,M,301.7,311.2,1563,34.5,139,0,0,0,0,0,0,12,18433,226,9,63.23,5.32,64.1,43.4,1607.91
5792,M20651,M,301.8,311.3,1542,40.1,142,0,0,0,0,0,0,10,16758,242,9,63.05,3.75,45.9,47.6,1537.09
5793,M20652,M,301.8,311.3,1624,31.6,145,0,0,0,0,0,0,10,17525,195,6,53.95,5.53,66.2,34.9,986.65
5794,L52973,L,301.8,311.3,1471,44.2,148,0,0,0,0,0,0,12,21736,163,6,71.11,4.42,48.2,43.0,1212.39
5795,M20654,M,301.9,311.5,1492,40.8,150,0,0,0,0,0,0,9,17878,151,6,61.39,5.16,56.8,28.8,1013.73
5796,M20655,M,301.9,311.4,1465,39.9,153,0,0,0,0,0,0,11,21634,232,10,61.9,4.82,30.0,46.7,1596.27
5797,L52976,L,301.7,311.1,1399,55.1,156,0,0,0,0,0,0,14,22437,225,9,71.28,4.73,64.8,42.5,1732.39
5798,L52977,L,301.6,311.0,1431,42.6,158,0,0,0,0,0,0,11,18847,202,9,61.27,4.2,47.0,39.0,1416.72
5799,L52978,L,301.5,310.9,1600,39.0,160,0,0,0,0,0,0,10,19986,175,6,58.44,4.66,52.5,32.4,1097.31
5800,L52979,L,301.5,310.8,1593,34.5,162,0,0,0,0,0,0,12,20492,195,7,59.11,5.28,38.3,42.0,1227.35
5801,L52980,L,301.5,310.9,1469,44.7,164,0,0,0,0,0,0,10,18475,207,7,56.81,5.28,57.2,45.2,1262.55
5802,L52981,L,301.5,310.8,1413,44.6,166,0,0,0,0,0,0,9,15485,147,9,63.43,5.63,55.8,40.4,1473.43
5803,L52982,L,301.4,310.8,1490,38.0,168,0,0,0,0,0,0,12,22396,164,9,52.28,4.85,39.7,53.7,1431.17
5804,L52983,L,301.5,310.9,1671,31.1,170,0,0,0,0,0,0,13,25562,128,7,55.6,5.62,55.4,40.3,1325.87
5805,L52984,L,301.5,310.9,1365,46.5,172,0,0,0,0,0,0,11,19396,155,8,74.3,5.33,51.8,41.6,1381.16
5806,M20665,M,301.4,310.9,1557,39.3,174,0,0,0,0,0,0,11,22563,203,7,62.22,5.67,69.7,50.7,1291.67
5807,L52986,L,301.4,310.9,1440,45.4,177,0,0,0,0,0,0,10,19876,185,7,68.33,5.68,46.5,32.0,1334.82
5808,M20667,M,301.4,310.9,1489,38.9,179,0,0,0,0,0,0,12,19807,154,9,61.86,5.24,60.7,53.1,1464.28
5809,L52988,L,301.4,311.0,1733,25.7,182,0,0,0,0,0,0,11,20048,66,9,37.5,5.68,37.4,53.7,1479.21
5810,H35223,H,301.3,311.0,1580,36.6,184,0,0,0,0,0,0,11,20045,125,9,55.98,5.83,56.0,32.7,1651.05
5811,L52990,L,301.3,311.0,1856,21.9,189,0,0,0,0,0,0,15,26030,141,10,49.79,6.12,59.3,69.1,1878.24
5812,L52991,L,301.3,311.1,1454,40.3,191,0,0,0,0,0,0,13,24824,129,9,47.64,6.53,59.9,43.4,1503.78
5813,L52992,L,301.4,311.1,1495,36.3,193,0,0,0,0,0,0,14,28258,134,11,53.68,5.51,53.6,34.1,1868.58
5814,L52993,L,301.2,311.0,1761,29.1,195,0,0,0,0,0,0,14,23428,138,8,52.21,5.29,75.8,38.8,1561.55
5815,M20674,M,301.3,311.0,1402,47.5,197,0,0,0,0,0,0,14,24938,113,11,57.62,6.57,50.7,46.3,1968.72
5816,L52995,L,301.2,311.0,1670,33.0,200,0,0,0,0,0,0,12,22056,125,8,49.9,5.36,60.8,40.3,1471.94
5817,L52996,L,301.3,311.0,1582,35.6,202,0,0,0,0,0,0,14,23988,118,10,62.46,6.57,51.2,41.3,1800.93
5818,L52997,L,301.3,311.0,1542,35.1,204,0,0,0,0,0,0,13,24923,99,9,36.82,5.65,44.9,35.7,1643.32
5819,L52998,L,301.3,311.0,1539,36.9,206,0,0,0,0,0,0,14,26072,173,8,57.65,5.84,40.7,36.3,1524.46
5820,L52999,L,301.3,311.0,1418,41.9,208,0,0,0,0,0,0,14,23439,101,10,64.8,6.16,44.0,60.8,1601.7
5821,L53000,L,301.3,311.1,1723,27.6,210,0,0,0,0,0,0,13,25077,45,9,50.55,5.52,62.3,48.4,1549.69
5822,L53001,L,301.3,311.1,1303,49.2,212,0,0,0,0,0,0,12,22132,164,9,70.87,5.81,70.9,51.6,1683.7
5823,M20682,M,301.3,311.0,1463,50.2,214,0,0,0,0,0,0,14,26448,83,10,64.99,5.51,62.2,40.1,1846.19
5824,L53003,L,301.2,311.0,1544,39.3,217,0,0,0,0,0,0,14,28469,132,11,54.0,6.76,51.0,44.4,1878.49
5825,L53004,L,301.2,311.0,1596,37.2,219,0,0,0,0,0,0,11,23750,82,10,57.37,6.47,47.5,33.5,1615.67
5826,L53005,L,301.3,311.1,1413,42.0,221,0,0,0,0,0,0,15,28211,117,12,57.09,6.53,57.0,45.6,1965.82
5827,M20686,M,301.3,311.1,1492,41.2,223,0,0,0,0,0,0,15,27242,96,11,56.6,6.54,42.5,58.1,1833.56
5828,L53007,L,301.3,311.1,1624,40.9,0,0,0,0,0,0,0,7,8500,365,2,60.27,0.99,65.6,30.2,614.76
5829,L53008,L,301.3,311.1,1504,39.1,2,0,0,0,0,0,0,3,4535,356,2,53.79,0.81,59.4,24.8,328.36
5830,M20689,M,301.2,311.1,1574,34.3,4,0,0,0,0,0,0,2,3276,341,2,50.29,1.58,43.4,18.3,349.54
5831,M20690,M,301.3,311.2,1438,42.4,7,0,0,0,0,0,0,2,2566,364,2,54.12,0.5,72.9,29.8,560.64
5832,L53011,L,301.3,311.3,1474,50.7,10,0,0,0,0,0,0,4,5576,342,1,69.82,0.53,40.5,23.1,290.16
5833,L53012,L,301.3,311.2,1675,32.1,12,0,0,0,0,0,0,4,3365,293,3,49.02,1.98,55.6,37.8,444.66
5834,L53013,L,301.3,311.2,1457,44.5,14,0,0,0,0,0,0,2,1928,330,3,55.69,1.48,65.0,20.9,527.59
5835,L53014,L,301.3,311.3,1434,49.8,16,0,0,0,0,0,0,4,6581,365,1,60.96,0.5,63.8,47.4,387.64
5836,L53015,L,301.3,311.2,1668,30.1,18,0,0,0,0,0,0,1,3273,289,1,53.14,1.61,47.5,31.6,50.0
5837,L53016,L,301.2,311.1,1550,39.7,20,0,0,0,0,0,0,5,7040,348,2,62.33,0.71,50.1,29.6,564.75
5838,M20697,M,301.3,311.1,1834,25.4,22,0,0,0,0,0,0,3,6808,331,2,54.13,2.2,43.5,26.5,269.8
5839,M20698,M,301.4,311.2,1476,36.5,25,0,0,0,0,0,0,4,6687,365,1,56.06,2.09,57.6,39.0,441.33
5840,M20699,M,301.4,311.2,1541,36.3,28,0,0,0,0,0,0,2,3310,298,1,58.46,2.75,64.8,26.6,327.53
5841,M20700,M,301.3,311.1,1581,30.9,31,0,0,0,0,0,0,4,4365,331,2,51.25,1.63,32.1,32.8,412.97
5842,M20701,M,301.3,311.1,1678,30.7,34,0,0,0,0,0,0,4,8488,345,3,55.08,1.24,61.7,44.9,435.48
5843,L53022,L,301.4,311.2,1355,50.6,37,0,0,0,0,0,0,5,8820,315,4,68.07,1.65,49.1,31.7,789.88
5844,L53023,L,301.5,311.2,1700,28.8,39,0,0,0,0,0,0,6,11652,295,5,47.77,1.72,53.9,15.2,881.94
5845,L53024,L,301.4,311.1,1462,37.1,41,0,0,0,0,0,0,7,13495,315,3,49.94,2.22,42.2,35.4,562.61
5846,M20705,M,301.4,311.2,1727,26.5,43,0,0,0,0,0,0,6,7205,304,4,56.52,1.16,47.6,41.4,772.39
5847,L53026,L,301.4,311.3,1674,33.3,46,0,0,0,0,0,0,7,8543,300,3,55.71,2.15,78.9,36.5,527.11
5848,L53027,L,301.4,311.3,1397,42.3,48,0,0,0,0,0,0,8,7465,335,4,64.28,1.69,50.9,26.7,826.83
5849,L53028,L,301.4,311.3,2323,15.9,50,0,0,0,0,0,0,6,10828,317,4,43.66,1.99,54.9,31.3,748.75
5850,M20709,M,301.4,311.2,1434,47.6,52,0,0,0,0,0,0,6,10525,319,3,62.32,2.99,44.0,43.9,647.79
5851,L53030,L,301.3,311.1,1560,35.3,55,0,0,0,0,0,0,7,11022,309,5,48.29,2.88,86.0,22.7,1001.06
5852,L53031,L,301.2,311.0,1573,32.8,57,0,0,0,0,0,0,7,9126,325,4,56.35,2.79,60.6,20.2,710.5
5853,H35266,H,301.2,310.9,1798,22.3,59,0,0,0,0,0,0,7,10921,333,4,43.97,2.79,54.7,27.3,696.03
5854,L53033,L,301.2,311.0,1567,35.1,64,0,0,0,0,0,0,4,7957,280,4,52.32,2.47,66.0,37.2,642.72
5855,L53034,L,301.2,310.9,1416,53.3,66,0,0,0,0,0,0,5,10144,310,3,78.99,2.63,59.3,13.6,641.53
5856,M20715,M,301.2,310.9,1424,45.2,68,0,0,0,0,0,0,6,10669,245,5,65.37,1.91,52.9,33.0,819.04
5857,H35270,H,301.2,310.9,1598,35.9,71,0,0,0,0,0,0,8,13791,212,6,59.55,2.16,53.5,40.0,879.31
5858,L53037,L,301.3,310.9,1760,23.9,76,0,0,0,0,0,0,7,11634,329,6,41.9,2.96,36.5,34.0,973.65
5859,L53038,L,301.3,311.0,1348,44.5,78,0,0,0,0,0,0,9,16082,261,5,50.98,2.39,50.6,26.2,975.91
5860,L53039,L,301.3,311.0,1542,33.6,80,0,0,0,0,0,0,9,15348,277,5,58.22,3.34,48.9,39.0,882.23
5861,L53040,L,301.3,310.9,1566,33.1,82,0,0,0,0,0,0,9,12710,230,5,42.08,3.03,58.9,29.3,724.91
5862,L53041,L,301.3,311.0,1554,47.7,84,0,0,0,0,0,0,9,16664,226,4,63.73,2.95,52.5,39.2,871.17
5863,L53042,L,301.4,311.0,1470,40.6,86,0,0,0,0,0,0,6,12908,240,5,54.53,2.85,63.2,24.9,709.18
5864,M20723,M,301.4,311.1,1758,25.4,88,0,0,0,0,0,0,8,14258,279,6,44.6,3.43,56.2,38.7,1136.79
5865,M20724,M,301.4,311.0,1486,36.5,91,0,0,0,0,0,0,7,12916,240,5,52.94,3.61,44.9,33.6,1110.38
5866,M20725,M,301.5,311.1,1402,40.0,94,0,0,0,0,0,0,5,12718,242,2,51.75,2.91,72.9,19.9,350.6
5867,L53046,L,301.5,311.1,1459,45.1,97,0,0,0,0,0,0,7,10315,226,4,56.39,3.16,50.4,38.4,795.18
5868,L53047,L,301.5,311.0,1494,45.3,99,0,0,0,0,0,0,10,18317,281,8,64.46,3.38,61.7,38.8,1389.9
5869,L53048,L,301.5,311.1,1731,27.9,101,0,0,0,0,0,0,9,14631,270,6,56.41,3.69,39.3,40.5,926.52
5870,L53049,L,301.5,311.1,2076,18.7,103,0,0,0,0,0,0,11,19478,227,8,39.29,3.73,64.2,43.6,1157.65
